Team ID 1,College,Team Name
5501,"Amrita Vishwa Vidyapeetham, Kollam",Team 5501
5502,"Indian Institute of Management, Rohtak",Team 5502
5504,"Amrita Vishwa Vidyapeetham, Coimbatore",Team 5504
5506,Hitech institute of engineering and technology,Team 5506
5509,Saranathan College Of Engineering,Team 5509
5510,"Asansol Engineering College, Asansol",Team 5510
5513,"JNTUHCEJ,Jagityal,Andhra Pradesh",Team 5513
5515,"St.Xavier's College,Patna",Team 5515
5516,"Dronacharya College of Engineering, Gurgaon",Team 5516
5521,"B B S College Of Engineering & Technology,Allahabad",Team 5521
5523,"University Institute of Technology, Rajiv Gandhi Prodyogiki Vishwavidyalaya",Team 5523
5524,"Bhilai Institute of Technology, Durg",Team 5524
5525,"Institute of Engineering and Technology (IET-DAVV),Indore",Team 5525
5526,Seshadripuram First Grade College Yelahanka,Team 5526
5528,BANSAL COLLEGE OF ENGINEERING MANDIDEEP,Team 5528
5533,"Gandhi Institute For Technology,BBSR",Team 5533
5534,Babaria Institute of Technology,Team 5534
5536,"University of Hyderabad, Hyderabad",Team 5536
5537,"Amity University, Jaipur",Team 5537
5540,"NUJS, Kolkata",Team 5540
5541,RV College of Engineering,Team 5541
5542,SARANATHAN COLLEGE OF ENGINEERING,Team 5542
5547,"CMR Institute Of Technology, Hyderabad",Team 5547
5548,"Government Polytechnic college, Ajmer(RAJ.)",Team 5548
5551,"JSS Academy of Technical Education, Noida",Team 5551
5553,"Vishwakarma Institute of Technology, Pune",Team 5553
5554,sreyas institute of engineering technology,Team 5554
5555,"Indian School of Business, Mohali",Team 5555
5556,#N/A,Team 5556
5560,"srm university , ncr campus , ghaziabad",Team 5560
5566,TERI University,Team 5566
5567,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 5567
5570,"Indian Institute of Technology, Roorkee",Team 5570
5573,"Nirma University, Ahmedabad",Team 5573
5576,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 5576
5578,"Rani Durgavati Vishwavidyalaya ,Jabalpur",Team 5578
5581,Lucknow University,Team 5581
5585,"Indian Institute of Technology, Mumbai",Team 5585
5587,"Indian Institute of Foreign Trade, Delhi",Team 5587
5602,"Raajdhani Engineering College, Bhubaneshwar",Team 5602
5603,"Hansraj College, Delhi",Team 5603
5605,"CMR Institute Of Technology, Hyderabad",Team 5605
5608,"Birla Institute of Technology and Science (BITS), Pilani",Team 5608
5609,"S.R.M Engineering College, Chennai",Team 5609
5618,"Indian Institute of Management, Ahmedabad",Team 5618
5620,"Ujjain Engineering College, Ujjain",Team 5620
5621,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 5621
5623,"Birla Institute of Technology and Science (BITS), Pilani",Team 5623
5628,"National Institute of Technology, Rourkela",Team 5628
5632,"Vishwakarma Institute of Technology, Pune",Team 5632
5633,"ABES Engineering College,  Ghaziabad",Team 5633
5635,"Hindustan College of Science and Technology, Mathura",Team 5635
5637,"Dronacharya College of Engineering, Gurgaon",Team 5637
5639,Hindustan Institute of Technology and Management,Team 5639
5643,"Indian Institute of Management, Lucknow",Team 5643
5645,University Institute of Engineering & Technology(UIET),Team 5645
5647,"Vellore Institute of Technology, Vellore",Team 5647
5648,"CMR Institute Of Technology, Hyderabad",Team 5648
5651,"Hindustan College of Science and Technology, Mathura",Team 5651
5653,"Gargi College, Delhi",Team 5653
5655,"ABES Engineering College,  Ghaziabad",Team 5655
5656,#N/A,Team 5656
5658,"Ramjas College, Delhi",Team 5658
5661,I.E.T.M.J.P. ROHILKHAND UNIVERSITY BAREILLY,Team 5661
5664,"Symbiosis institute of Media and Communication(SIMC), Pune",Team 5664
5665,Gitam Institute of Management,Team 5665
5667,"College of Engineering, Pune",Team 5667
5670,People's Education Society,Team 5670
5671,"College of Technology, GBPUAT, Pantnagar",Team 5671
5672,"Indian Institute of Management, Indore",Team 5672
5678,"Institute of Technology, GGV, Bilaspur",Team 5678
5679,Lucknow University,Team 5679
5682,"CMR Institute Of Technology, Hyderabad",Team 5682
5687,"Rishiraj Institute Of Technology,Indore",Team 5687
5690,"D.A.V College for girls, Yamunanagar(Haryana)",Team 5690
5695,"Fr. Agnel College of Arts & Commerce, Goa",Team 5695
5696,"Indian Institute of Management, Ahmedabad",Team 5696
5697,Narasaraopeta Engineering College,Team 5697
5699,"Dronacharya College of Engineering, Gurgaon",Team 5699
5702,"Vishwakarma Institute of Technology, Pune",Team 5702
5707,"JAGANNATH UNIVERSITY ,JAIPUR",Team 5707
5708,"Indian Institute of Technology, Madras",Team 5708
5709,"D.A.V College for girls, Yamunanagar(Haryana)",Team 5709
5714,DAV COLLEGE FOR GIRLS YAMUNA NAGAR,Team 5714
5716,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 5716
5717,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 5717
5719,"D.A.V. College for Girls, Yamunanagar, Haryana",Team 5719
5725,AR SCHOOL OF BUSINESS,Team 5725
5727,Isabella Thoburn College,Team 5727
5729,prannath pranami institute of management and technology,Team 5729
5730,"Dr.Mahalingam College Of Engineering and Technology, Pollachi",Team 5730
5731,"Indian Institute of Technology, Madras",Team 5731
5735,I.g.e.c. sagar,Team 5735
5738,"Delhi College of Engineering, Delhi",Team 5738
5739,University Institute of Engineering & Technology(UIET),Team 5739
5741,"H K College of Pharmacy, Mumbai",Team 5741
5743,"Indian Institute of Management, Ahmedabad",Team 5743
5749,"Lady Hardinge Medical College, Delhi",Team 5749
5751,"National Institute of Technology, Rourkela",Team 5751
5756,"Dronacharya College of Engineering, Gurgaon",Team 5756
5761,Rishiraj Institute of Technology,Team 5761
5762,"Indian Institute of Technology, Kharagpur",Team 5762
5764,"Dronacharya College of Engineering, Gurgaon",Team 5764
5766,"SRM UNIVERSITY, CHENNAI",Team 5766
5768,"Integral University, Lucknow",Team 5768
5770,Isabella Thoburn degree college,Team 5770
5783,"R.V.R & J.C College of Engineering, Guntur",Team 5783
5786,"Birla Institute of Technology, Ranchi",Team 5786
5788,"S.R.M Engineering College, Chennai",Team 5788
5790,"Indian Institute of Technology, Madras",Team 5790
5791,Lucknow University,Team 5791
5793,"National Institute of Technology , Meghalaya",Team 5793
5795,Dr. H.S. Gour University Sagar,Team 5795
5797,Makhanlal Chaturvedi National University of Journalism,Team 5797
5801,NIIT University,Team 5801
5807,"Sinhgad Institute of Technology and Science,Narhe",Team 5807
5809,Khalsa College Of Engineering And Technology,Team 5809
5812,"Invertis University, Bareilly",Team 5812
5813,"Veer Mata Jijabai Technological Institute(VJTI), Mumbai",Team 5813
5814,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 5814
5819,"Dronacharya College of Engineering, Gurgaon",Team 5819
5821,"Bholabhai Patel College of Computer Studies, Gandhinagar",Team 5821
5824,"Rishiraj Institute Of Technology,Indore",Team 5824
5826,"JNTU College of Engineering, Hyderabad",Team 5826
5829,"NALSAR, Hyderabad",Team 5829
5833,"Dronacharya College of Engineering, Gurgaon",Team 5833
5835,TERI UNIVERSITY,Team 5835
5842,Ambedkar Institute of Advanced Communication Technologies & Research,Team 5842
5845,"Indian Institute of Technology, Patna",Team 5845
5850,"University Institute of Technology, Rajiv Gandhi Prodyogiki Vishwavidyalaya",Team 5850
5854,"DAV College, Chandigarh",Team 5854
5858,"Institute of Law, Nirma University, Ahmedabad",Team 5858
5860,"University of Hyderabad, Hyderabad",Team 5860
5861,"N.C.College of Engineering, Israna, Panipat",Team 5861
5864,Aligarh Muslim University,Team 5864
5865,Rajiv Gandhi University of Knowledge Technologies,Team 5865
5867,varada reddy  college of engineering,Team 5867
5874,B.V. Bhoomaraddi College of Engineering and Technology,Team 5874
5875,"Sardar Valabhbhai National Institute of Technology, Surat",Team 5875
5877,"Indian Institute of Management, Calcutta",Team 5877
5881,"S.R.M Engineering College, Chennai",Team 5881
5882,Saranathan College of Engineering,Team 5882
5887,"Lovely Professional University,Punjab",Team 5887
5888,"Dehradun Institute Of Technology University, Dehradun",Team 5888
5890,"MIT COE, Pune",Team 5890
5892,"Indian Institute of Management, Calcutta",Team 5892
5895,"Birla Institute of Technology, Ranchi",Team 5895
5897,kiit school of biotechnology,Team 5897
5898,"Dronacharya College of Engineering, Gurgaon",Team 5898
5900,SRM Universiy Chennai,Team 5900
5909,"Dronacharya College of Engineering, Gurgaon",Team 5909
5917,"National Law University, Jodhpur",Team 5917
5921,"G.B Pant Government Engineering College, New Delhi",Team 5921
5925,"Dehradun Institute Of Technology University, Dehradun",Team 5925
5928,"Indian Institute of Management, Ahmedabad",Team 5928
5931,"Dronacharya College of Engineering, Gurgaon",Team 5931
5932,Netaji Subhash Engineering College,Team 5932
5940,"Indian Institute of Management, Calcutta",Team 5940
5943,"Indian Institute of Management, Bangalore",Team 5943
5949,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",Team 5949
5953,"UIET, Panjab University",Team 5953
5957,Raghu Engineering College,Team 5957
5960,"National Institute of Technology, Raipur",Team 5960
5961,"Indian School of Mines, Dhanbad",Team 5961
5965,Lucknow University,Team 5965
5966,"Indian Institute of Technology, Kharagpur",Team 5966
5969,"Nirma University, Ahmedabad",Team 5969
5970,"Maulana Azad National Institute of Technology, Bhopal",Team 5970
5971,"Indian Institute of Management, Ranchi",Team 5971
5972,"Dronacharya College of Engineering, Gurgaon",Team 5972
5973,"Indian Institute of Management, Indore",Team 5973
5974,Medicaps Group of Institutions,Team 5974
5987,"Nirma University, Ahmedabad",Team 5987
5989,"GITAM UNIVERSITY,HYDERABAD",Team 5989
5994,"Indian School of Business (ISB), Hyderabad",Team 5994
5997,"patel college of science and technology, bhopal",Team 5997
6002,"Nirma University, Ahmedabad",Team 6002
6031,#N/A,Team 6031
6032,"University of Hyderabad, Hyderabad",Team 6032
6034,"Lovely Professional University,Punjab",Team 6034
6038,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 6038
6043,"International Institute of Information Technology, Hyderabad",Team 6043
6048,APG Shimla University,Team 6048
6054,"Rishiraj Institute Of Technology,Indore",Team 6054
6057,"Dronacharya College of Engineering, Gurgaon",Team 6057
6058,Dronacharya college of engineering,Team 6058
6066,Galgotias University,Team 6066
6073,"Easwari Engineering College,Chennai",Team 6073
6079,"Indian Institute of Management, Ahmedabad",Team 6079
6080,"Indian Institute of Technology, Kanpur",Team 6080
6083,"Indian Institute of Information Technology, Allahabad",Team 6083
6086,Alpha College of Engineeering and Technology,Team 6086
6087,"Dayalbagh Educational Institute ,Dayalbagh, Agra",Team 6087
6097,"Indira Gandhi Delhi Technical University for Women, Delhi",Team 6097
6099,"University of Petroleum & Energy Studies, Dehradun",Team 6099
6100,"University of Petroleum & Energy Studies, Dehradun",Team 6100
6104,"National Institute of Technology, Rourkela",Team 6104
6109,Rajiv Gandhi University of Knowledge Technologies,Team 6109
6113,"Christ University Institute of Management (CUIM), Bangalore",Team 6113
